programme,degree,pathway,competency,module_code,module_name,year,semester,level,status
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Norms and Conflict Resolution,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Innovation,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,GEOU9GL,Glaciers and Landscape,3,Autumn,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,GEOU9GL,Glaciers and Landscape,3,Autumn,3,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Norms and Conflict Resolution,GEOU9GL,Glaciers and Landscape,3,Autumn,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Innovation,GEOU9GL,Glaciers and Landscape,3,Autumn,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,GEOU9GL,Glaciers and Landscape,3,Autumn,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,GEOU9GL,Glaciers and Landscape,3,Autumn,3,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,GEOU9GL,Glaciers and Landscape,3,Autumn,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,GEOU9GL,Glaciers and Landscape,3,Autumn,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,GEOU9EH,Environmental Hazards,3,Spring,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,GEOU9EH,Environmental Hazards,3,Spring,3,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Norms and Conflict Resolution,GEOU9EH,Environmental Hazards,3,Spring,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Innovation,GEOU9EH,Environmental Hazards,3,Spring,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,GEOU9EH,Environmental Hazards,3,Spring,3,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,GEOU9EH,Environmental Hazards,3,Spring,3,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Self-Awareness,GEOU9EH,Environmental Hazards,3,Spring,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,GEOU9EH,Environmental Hazards,3,Spring,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Adaptability,ENVU9EO,Earth Observation,4,Spring,3,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Systems Thinking,ENVU9EO,Earth Observation,4,Spring,3,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Norms and Conflict Resolution,ENVU9EO,Earth Observation,4,Spring,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Innovation,ENVU9EO,Earth Observation,4,Spring,2,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Teamwork & Collaboration,ENVU9EO,Earth Observation,4,Spring,3,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Critical Thinking,ENVU9EO,Earth Observation,4,Spring,3,pathway
Environmental Science - Climate Change and Environmental Monitoring,Environmental Science,Climate Change and Environmental Monitoring,Integrated Problem Solving,ENVU9EO,Earth Observation,4,Spring,3,pathway
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,ENVU9FC,International Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,ENVU9FC,International Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,ENVU9FC,International Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,ENVU9FC,International Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,ENVU9FC,International Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,ENVU9FC,International Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,ENVU9FC,International Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,ENVU9FC,International Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,BIOU7FC,Biology Field Course,3,Autumn,2,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,BIOU7FC,Biology Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,BIOU7FC,Biology Field Course,3,Autumn,0,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,BIOU7FC,Biology Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,BIOU7FC,Biology Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,BIOU7FC,Biology Field Course,3,Autumn,3,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,BIOU7FC,Biology Field Course,3,Autumn,2,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,BIOU7FC,Biology Field Course,3,Autumn,2,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,GEOU9IC,Scotland Field Course,3,Autumn,2,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,GEOU9IC,Scotland Field Course,3,Autumn,2,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,GEOU9IC,Scotland Field Course,3,Autumn,2,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,GEOU9IC,Scotland Field Course,3,Autumn,2,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,GEOU9IC,Scotland Field Course,3,Autumn,2,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,GEOU9IC,Scotland Field Course,3,Autumn,2,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,GEOU9IC,Scotland Field Course,3,Autumn,1,optional
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,GEOU9IC,Scotland Field Course,3,Autumn,2,optional
